Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
India,IND,121749217,2.419490987,1 male,30,secondary,1 poorest 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,yes,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,177545754,0.220874821,2 female,22,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,(dk),no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,152442559,2.514316363,2 female,20,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,203999352,0.637174573,1 male,38,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,yes,no,yes,no,no,no,,,,,,,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,145067682,0.212544708,1 male,25,completed tertiary or more,5 richest 20%,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,1 very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,146456288,1.875785763,1 male,22,secondary,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,no,no,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,133605532,0.456042299,1 male,60,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,yes,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,174055415,0.49434572,1 male,24,secondary,2 second 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
India,IND,179902527,0.354241181,1 male,25,secondary,3 middle 20%,no,no,no,no,,,(dk),,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,no,no,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,155364578,1.668292385,2 female,60,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,206392346,0.212391524,1 male,40,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,182748739,0.329563814,1 male,21,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,8 (refused),no,,,,,(dk),,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,168478432,1.515886907,1 male,30,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,197659472,1.354603612,2 female,25,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,2 somewhat possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,205333436,2.383950163,1 male,45,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,3 not very possible,7 (dk),no,,,,,(dk),,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,140996186,1.122088446,2 female,30,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,192603710,1.456818657,2 female,35,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,2 somewhat possible,6 some other source,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,184436278,2.514316363,2 female,24,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,205150304,1.086847995,1 male,35,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,no,no,yes,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,2 somewhat possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,133012125,1.251219288,2 female,60,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,188196698,1.668292385,2 female,60,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,152995325,1.531151848,1 male,47,secondary,3 middle 20%,yes,yes,no,no,,,yes,yes,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,2 somewhat possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,162774694,0.599539546,1 male,59,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,197690322,0.310580573,1 male,46,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,yes,yes,no,no,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,yes,no,yes,yes
India,IND,145719013,0.277536249,2 female,45,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,yes,no,yes,(dk),yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,119846302,1.531151848,1 male,45,secondary,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,yes,,,,,,,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,2 somewhat possible,6 some other source,no,,,,,yes,yes,no,no,no,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,124397665,2.813678645,1 male,15,secondary,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,152244482,1.498848866,1 male,67,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,120684730,1.942424876,2 female,43,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,no,no,no,no,no,no,yes,,,,,,,no,no,no,no,(dk),no,no,no,no,no,no,no,no,yes,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,143153299,4.052691338,1 male,24,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,200177133,1.48652442,2 female,42,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,197410807,0.282737205,2 female,25,completed primary or less,3 middle 20%,no,no,no,no,,,no,,(dk),(dk),yes,(dk),no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,(dk),no,(dk),(dk),(dk),(dk),(dk),5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,(dk),,,,,,(dk),,,,no,no
India,IND,120533503,0.525458051,2 female,56,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,122377804,1.48652442,2 female,35,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,no,,4 you get it some other way,no,no,no,yes,no,no,no,(dk),no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,126497643,1.823242179,2 female,60,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,(dk),,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,143233899,1.484072756,1 male,22,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,2 three or more times per month,1 you get it at an atm,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,yes,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,197666899,2.127887843,2 female,55,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,178096450,0.351308842,2 female,30,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,(dk),,,,(dk),,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,198477654,2.477540699,2 female,40,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,145889985,0.494676042,1 male,64,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,189731053,0.598965723,2 female,18,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,198516425,0.526392949,1 male,54,completed primary or less,2 second 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,196025234,2.543366808,1 male,19,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,164001278,0.315835769,1 male,45,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,no
India,IND,196035217,0.480313519,1 male,25,secondary,3 middle 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,189981885,0.446853623,1 male,23,secondary,3 middle 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,167912650,1.730066435,1 male,45,secondary,3 middle 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,132231068,0.335140217,1 male,19,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,178632887,0.514681275,2 female,38,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,161378467,1.826012454,1 male,50,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,147565409,2.555693251,2 female,64,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,207290110,3.355521045,1 male,16,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,147992818,0.766363309,1 male,30,secondary,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,2 three or more times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,yes,yes,no,no,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,203710895,1.718951603,2 female,33,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,2 three or more times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,no,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,204596441,3.355521045,1 male,20,secondary,5 richest 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,127421192,4.052691338,2 female,17,secondary,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,120403826,1.631733247,2 female,47,secondary,5 richest 20%,no,no,no,no,,,no,,yes,yes,no,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,172814173,0.59274415,2 female,35,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,157654285,4.052691338,2 female,70,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6 (refused),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,180706478,0.168108725,2 female,30,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,205554158,1.030786244,1 male,17,secondary,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,no,no,no,no,no
India,IND,202405609,0.168108725,1 male,40,completed tertiary or more,4 fourth 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,no,no
India,IND,209286029,0.633655987,2 female,27,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,176489901,0.920632961,1 male,43,secondary,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,117234881,0.181102689,1 male,24,secondary,2 second 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,179868486,0.411340954,2 female,40,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,no,no,no,no,no
India,IND,144168514,0.168108725,2 female,34,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,190033731,0.618471747,1 male,22,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,no,no,no,no,no
India,IND,174683451,0.306877654,1 male,40,secondary,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,no,no,no,no,no
